Airline,Flight Number,Source City,Departure Time,Number of Stops,Arrival Time,Destination City,Duration (Minutes),Price
Virgin Atlantic,142,Los Angeles,2024-10-02T19:10:00,0,2024-10-03T13:30:00,London,620,$473
Virgin Atlantic,24,Los Angeles,2024-10-02T22:55:00,0,2024-10-03T17:15:00,London,620,$473
Delta,5978,Los Angeles,2024-10-02T15:55:00,0,2024-10-03T10:15:00,London,620,$473
Delta,5925,Los Angeles,2024-10-02T19:10:00,0,2024-10-03T13:30:00,London,620,$473
Delta,5976,Los Angeles,2024-10-02T22:55:00,0,2024-10-03T17:15:00,London,620,$473
British Airways,1509,Los Angeles,2024-10-02T14:20:00,0,2024-10-03T09:00:00,London,640,$489
British Airways,1613,Los Angeles,2024-10-02T21:25:00,0,2024-10-03T16:05:00,London,640,$489
British Airways,1604,Los Angeles,2024-10-02T18:05:00,0,2024-10-03T12:50:00,London,645,$489
Condor,2824,Los Angeles,2024-10-03T06:00:00,2,2024-10-04T08:40:00,London,1120,$945
Norse Atlantic Airways (UK),712,Los Angeles,2024-10-04T16:30:00,0,2024-10-05T10:55:00,London,625,$216
Virgin Atlantic,142,Los Angeles,2024-10-04T19:10:00,0,2024-10-05T13:30:00,London,620,$523
Virgin Atlantic,8,Los Angeles,2024-10-04T15:55:00,0,2024-10-05T10:15:00,London,620,$523
Virgin Atlantic,24,Los Angeles,2024-10-04T22:55:00,0,2024-10-05T17:15:00,London,620,$523
Delta,5925,Los Angeles,2024-10-04T19:10:00,0,2024-10-05T13:30:00,London,620,$523
Delta,5976,Los Angeles,2024-10-04T22:55:00,0,2024-10-05T17:15:00,London,620,$523
Delta,5978,Los Angeles,2024-10-04T15:55:00,0,2024-10-05T10:15:00,London,620,$523
British Airways,268,Los Angeles,2024-10-04T19:35:00,0,2024-10-05T14:00:00,London,625,$589
British Airways,280,Los Angeles,2024-10-04T17:10:00,0,2024-10-05T11:30:00,London,620,$589
Lufthansa,9336,Los Angeles,2024-10-04T12:55:00,0,2024-10-05T07:25:00,London,630,$543
Virgin Atlantic,8,Los Angeles,2024-10-05T15:55:00,0,2024-10-06T10:15:00,London,620,$523
Virgin Atlantic,142,Los Angeles,2024-10-05T19:10:00,0,2024-10-06T13:30:00,London,620,$523
Delta,5978,Los Angeles,2024-10-05T15:55:00,0,2024-10-06T10:15:00,London,620,$523
Virgin Atlantic,24,Los Angeles,2024-10-05T22:55:00,0,2024-10-06T17:15:00,London,620,$523
Delta,5925,Los Angeles,2024-10-05T19:10:00,0,2024-10-06T13:30:00,London,620,$523
Delta,5976,Los Angeles,2024-10-05T22:55:00,0,2024-10-06T17:15:00,London,620,$523
Lufthansa,9336,Los Angeles,2024-10-05T12:55:00,0,2024-10-06T07:25:00,London,630,$543
Lufthansa,9343,Los Angeles,2024-10-05T16:55:00,0,2024-10-06T11:25:00,London,630,$543
British Airways,282,Los Angeles,2024-10-05T15:45:00,0,2024-10-06T10:10:00,London,625,$591
British Airways,268,Los Angeles,2024-10-05T19:35:00,0,2024-10-06T14:00:00,London,625,$591
Norse Atlantic Airways (UK),712,Los Angeles,2024-10-06T16:30:00,0,2024-10-07T10:55:00,London,625,$196
Virgin Atlantic,8,Los Angeles,2024-10-06T15:55:00,0,2024-10-07T10:15:00,London,620,$473
Virgin Atlantic,142,Los Angeles,2024-10-06T19:10:00,0,2024-10-07T13:30:00,London,620,$473
Delta,5978,Los Angeles,2024-10-06T15:55:00,0,2024-10-07T10:15:00,London,620,$473
British Airways,280,Los Angeles,2024-10-06T17:10:00,0,2024-10-07T11:30:00,London,620,$488
Virgin Atlantic,24,Los Angeles,2024-10-06T22:55:00,0,2024-10-07T17:15:00,London,620,$473
Delta,5925,Los Angeles,2024-10-06T19:10:00,0,2024-10-07T13:30:00,London,620,$473
Alaska Airlines,8036,Los Angeles,2024-10-06T14:20:00,0,2024-10-07T09:00:00,London,640,$463
British Airways,268,Los Angeles,2024-10-06T19:35:00,0,2024-10-07T14:00:00,London,625,$488
British Airways,1509,Los Angeles,2024-10-06T14:20:00,0,2024-10-07T09:00:00,London,640,$488
Delta,5978,Los Angeles,2024-10-07T15:55:00,0,2024-10-08T10:15:00,London,620,$473
British Airways,280,Los Angeles,2024-10-07T17:10:00,0,2024-10-08T11:30:00,London,620,$488
Delta,5925,Los Angeles,2024-10-07T19:10:00,0,2024-10-08T13:30:00,London,620,$473
British Airways,1509,Los Angeles,2024-10-07T14:20:00,0,2024-10-08T09:00:00,London,640,$488
American Airlines,6991,Los Angeles,2024-10-07T17:10:00,0,2024-10-08T11:30:00,London,620,$488
British Airways,1604,Los Angeles,2024-10-07T18:05:00,0,2024-10-08T12:50:00,London,645,$488
Delta,5976,Los Angeles,2024-10-07T22:55:00,0,2024-10-08T17:15:00,London,620,$473
United,923,Los Angeles,2024-10-07T16:55:00,0,2024-10-08T11:25:00,London,630,$493
British Airways,1613,Los Angeles,2024-10-07T21:25:00,0,2024-10-08T16:05:00,London,640,$488
United,231,Los Angeles,2024-10-07T12:55:00,0,2024-10-08T07:25:00,London,630,$493
Virgin Atlantic,142,Los Angeles,2024-10-08T19:10:00,0,2024-10-09T13:30:00,London,620,$473
Virgin Atlantic,8,Los Angeles,2024-10-08T15:55:00,0,2024-10-09T10:15:00,London,620,$473
Alaska Airlines,8034,Los Angeles,2024-10-08T18:05:00,0,2024-10-09T12:50:00,London,645,$439
Delta,5978,Los Angeles,2024-10-08T15:55:00,0,2024-10-09T10:15:00,London,620,$473
Virgin Atlantic,24,Los Angeles,2024-10-08T22:55:00,0,2024-10-09T17:15:00,London,620,$473
Delta,5925,Los Angeles,2024-10-08T19:10:00,0,2024-10-09T13:30:00,London,620,$473
British Airways,282,Los Angeles,2024-10-08T15:45:00,0,2024-10-09T10:10:00,London,625,$490
British Airways,1509,Los Angeles,2024-10-08T14:20:00,0,2024-10-09T09:00:00,London,640,$490
Delta,5976,Los Angeles,2024-10-08T22:55:00,0,2024-10-09T17:15:00,London,620,$473
British Airways,1604,Los Angeles,2024-10-08T18:05:00,0,2024-10-09T12:50:00,London,645,$490
Norse Atlantic Airways (UK),712,Los Angeles,2024-10-09T16:30:00,0,2024-10-10T10:55:00,London,625,$206
Virgin Atlantic,8,Los Angeles,2024-10-09T15:55:00,0,2024-10-10T10:15:00,London,620,$424
British Airways,280,Los Angeles,2024-10-09T17:10:00,0,2024-10-10T11:30:00,London,620,$424
Virgin Atlantic,142,Los Angeles,2024-10-09T19:10:00,0,2024-10-10T13:30:00,London,620,$424
British Airways,282,Los Angeles,2024-10-09T15:45:00,0,2024-10-10T10:10:00,London,625,$424
British Airways,268,Los Angeles,2024-10-09T19:35:00,0,2024-10-10T14:00:00,London,625,$424
Virgin Atlantic,24,Los Angeles,2024-10-09T22:55:00,0,2024-10-10T17:15:00,London,620,$424
British Airways,1509,Los Angeles,2024-10-09T14:20:00,0,2024-10-10T09:00:00,London,640,$424
British Airways,1613,Los Angeles,2024-10-09T21:25:00,0,2024-10-10T16:05:00,London,640,$424
Aer Lingus,8982,Los Angeles,2024-10-09T15:45:00,0,2024-10-10T10:10:00,London,625,$434
LEVEL,9794,Los Angeles,2024-10-10T19:55:00,1,2024-10-12T08:30:00,London,1715,$243
Norse Atlantic Airways (UK),712,Los Angeles,2024-10-11T16:30:00,0,2024-10-12T10:55:00,London,625,$196
Virgin Atlantic,142,Los Angeles,2024-10-11T19:10:00,0,2024-10-12T13:30:00,London,620,$523
Virgin Atlantic,24,Los Angeles,2024-10-11T22:55:00,0,2024-10-12T17:15:00,London,620,$523
Virgin Atlantic,8,Los Angeles,2024-10-11T15:55:00,0,2024-10-12T10:15:00,London,620,$523
Delta,5925,Los Angeles,2024-10-11T19:10:00,0,2024-10-12T13:30:00,London,620,$523
Delta,5976,Los Angeles,2024-10-11T22:55:00,0,2024-10-12T17:15:00,London,620,$523
Delta,5978,Los Angeles,2024-10-11T15:55:00,0,2024-10-12T10:15:00,London,620,$523
British Airways,268,Los Angeles,2024-10-11T19:35:00,0,2024-10-12T14:00:00,London,625,$589
British Airways,280,Los Angeles,2024-10-11T17:10:00,0,2024-10-12T11:30:00,London,620,$589
Lufthansa,9336,Los Angeles,2024-10-11T12:55:00,0,2024-10-12T07:25:00,London,630,$543
Delta,5978,Los Angeles,2024-10-12T15:55:00,0,2024-10-13T10:15:00,London,620,$523
Delta,5925,Los Angeles,2024-10-12T19:10:00,0,2024-10-13T13:30:00,London,620,$523
United,231,Los Angeles,2024-10-12T12:55:00,0,2024-10-13T07:25:00,London,630,$543
Delta,5976,Los Angeles,2024-10-12T22:55:00,0,2024-10-13T17:15:00,London,620,$523
United,923,Los Angeles,2024-10-12T16:55:00,0,2024-10-13T11:25:00,London,630,$543
Lufthansa,9336,Los Angeles,2024-10-12T12:55:00,0,2024-10-13T07:25:00,London,630,$543
British Airways,268,Los Angeles,2024-10-12T19:35:00,0,2024-10-13T14:00:00,London,625,$588
Lufthansa,9343,Los Angeles,2024-10-12T16:55:00,0,2024-10-13T11:25:00,London,630,$543
British Airways,1509,Los Angeles,2024-10-12T14:20:00,0,2024-10-13T09:00:00,London,640,$588
British Airways,1613,Los Angeles,2024-10-12T21:25:00,0,2024-10-13T16:05:00,London,640,$588
Norse Atlantic Airways (UK),712,Los Angeles,2024-10-13T16:30:00,0,2024-10-14T10:55:00,London,625,$196
British Airways,1509,Los Angeles,2024-10-13T14:20:00,0,2024-10-14T09:00:00,London,640,$447
British Airways,268,Los Angeles,2024-10-13T19:35:00,0,2024-10-14T14:00:00,London,625,$447
Virgin Atlantic,8,Los Angeles,2024-10-13T15:55:00,0,2024-10-14T10:15:00,London,620,$473
British Airways,1604,Los Angeles,2024-10-13T18:05:00,0,2024-10-14T12:50:00,London,645,$447
British Airways,1613,Los Angeles,2024-10-13T21:25:00,0,2024-10-14T16:05:00,London,640,$447
Virgin Atlantic,142,Los Angeles,2024-10-13T19:10:00,0,2024-10-14T13:30:00,London,620,$473
Delta,5978,Los Angeles,2024-10-13T15:55:00,0,2024-10-14T10:15:00,London,620,$473
Virgin Atlantic,24,Los Angeles,2024-10-13T22:55:00,0,2024-10-14T17:15:00,London,620,$473
Delta,5925,Los Angeles,2024-10-13T19:10:00,0,2024-10-14T13:30:00,London,620,$473
Delta,5978,Los Angeles,2024-10-14T15:55:00,0,2024-10-15T10:15:00,London,620,$473
Delta,5925,Los Angeles,2024-10-14T19:10:00,0,2024-10-15T13:30:00,London,620,$473
British Airways,268,Los Angeles,2024-10-14T19:35:00,0,2024-10-15T14:00:00,London,625,$488
British Airways,1509,Los Angeles,2024-10-14T14:20:00,0,2024-10-15T09:00:00,London,640,$488
British Airways,1604,Los Angeles,2024-10-14T18:05:00,0,2024-10-15T12:50:00,London,645,$488
Delta,5976,Los Angeles,2024-10-14T22:55:00,0,2024-10-15T17:15:00,London,620,$473
American Airlines,6983,Los Angeles,2024-10-14T19:35:00,0,2024-10-15T14:00:00,London,625,$488
United,923,Los Angeles,2024-10-14T16:55:00,0,2024-10-15T11:25:00,London,630,$493
British Airways,1613,Los Angeles,2024-10-14T21:25:00,0,2024-10-15T16:05:00,London,640,$488
United,231,Los Angeles,2024-10-14T12:55:00,0,2024-10-15T07:25:00,London,630,$493
Iberia,7440,Los Angeles,2024-10-15T15:45:00,0,2024-10-16T10:10:00,London,625,$490
Iberia,7428,Los Angeles,2024-10-15T19:35:00,0,2024-10-16T14:00:00,London,625,$490
Iberia,4237,Los Angeles,2024-10-15T14:20:00,0,2024-10-16T09:00:00,London,640,$490
Iberia,4262,Los Angeles,2024-10-15T18:05:00,0,2024-10-16T12:50:00,London,645,$490
Iberia,4819,Los Angeles,2024-10-15T21:25:00,0,2024-10-16T16:05:00,London,640,$490
Iberia,7438,Los Angeles,2024-10-15T17:10:00,0,2024-10-16T11:30:00,London,620,$561
Iberia,4826,Los Angeles,2024-10-15T15:30:00,1,2024-10-16T12:45:00,London,795,$495
Iberia,4459,Los Angeles,2024-10-15T10:35:00,1,2024-10-16T08:00:00,London,805,$495
Iberia,4991,Los Angeles,2024-10-15T14:30:00,1,2024-10-16T12:45:00,London,855,$495
SWISS,41,Los Angeles,2024-10-15T19:40:00,1,2024-10-16T17:50:00,London,850,$510
Norse Atlantic Airways (UK),712,Los Angeles,2024-10-16T16:30:00,0,2024-10-17T10:55:00,London,625,$202
British Airways,268,Los Angeles,2024-10-16T19:35:00,0,2024-10-17T14:00:00,London,625,$437
British Airways,1509,Los Angeles,2024-10-16T14:20:00,0,2024-10-17T09:00:00,London,640,$437
British Airways,1613,Los Angeles,2024-10-16T21:25:00,0,2024-10-17T16:05:00,London,640,$437
British Airways,1604,Los Angeles,2024-10-16T18:05:00,0,2024-10-17T12:50:00,London,645,$437
Virgin Atlantic,8,Los Angeles,2024-10-16T15:55:00,0,2024-10-17T10:15:00,London,620,$473
Finnair,5458,Los Angeles,2024-10-16T19:35:00,0,2024-10-17T14:00:00,London,625,$426
Virgin Atlantic,142,Los Angeles,2024-10-16T19:10:00,0,2024-10-17T13:30:00,London,620,$473
Virgin Atlantic,24,Los Angeles,2024-10-16T22:55:00,0,2024-10-17T17:15:00,London,620,$473
Finnair,5784,Los Angeles,2024-10-16T14:20:00,0,2024-10-17T09:00:00,London,640,$426
Iberia,7428,Los Angeles,2024-10-17T19:35:00,0,2024-10-18T14:00:00,London,625,$590
British Airways,268,Los Angeles,2024-10-17T19:35:00,0,2024-10-18T14:00:00,London,625,$668
British Airways,1613,Los Angeles,2024-10-17T21:25:00,0,2024-10-18T16:05:00,London,640,$662
British Airways,1509,Los Angeles,2024-10-17T14:20:00,0,2024-10-18T09:00:00,London,640,$662
Iberia,4237,Los Angeles,2024-10-17T14:20:00,0,2024-10-18T09:00:00,London,640,$590
British Airways,1604,Los Angeles,2024-10-17T18:05:00,0,2024-10-18T12:50:00,London,645,$662
Iberia,4262,Los Angeles,2024-10-17T18:05:00,0,2024-10-18T12:50:00,London,645,$590
Iberia,4819,Los Angeles,2024-10-17T21:25:00,0,2024-10-18T16:05:00,London,640,$590
British Airways,280,Los Angeles,2024-10-17T17:10:00,0,2024-10-18T11:30:00,London,620,$722
Iberia,7438,Los Angeles,2024-10-17T17:10:00,0,2024-10-18T11:30:00,London,620,$640
Norse Atlantic Airways (UK),712,Los Angeles,2024-10-18T16:30:00,0,2024-10-19T10:55:00,London,625,$196
Virgin Atlantic,142,Los Angeles,2024-10-18T19:10:00,0,2024-10-19T13:30:00,London,620,$523
Virgin Atlantic,24,Los Angeles,2024-10-18T22:55:00,0,2024-10-19T17:15:00,London,620,$523
Virgin Atlantic,8,Los Angeles,2024-10-18T15:55:00,0,2024-10-19T10:15:00,London,620,$523
Delta,5925,Los Angeles,2024-10-18T19:10:00,0,2024-10-19T13:30:00,London,620,$523
Delta,5976,Los Angeles,2024-10-18T22:55:00,0,2024-10-19T17:15:00,London,620,$523
Delta,5978,Los Angeles,2024-10-18T15:55:00,0,2024-10-19T10:15:00,London,620,$523
United,923,Los Angeles,2024-10-18T16:55:00,0,2024-10-19T11:25:00,London,630,$543
United,231,Los Angeles,2024-10-18T12:55:00,0,2024-10-19T07:25:00,London,630,$543
British Airways,268,Los Angeles,2024-10-18T19:35:00,0,2024-10-19T14:00:00,London,625,$588
Virgin Atlantic,8,Los Angeles,2024-10-19T15:55:00,0,2024-10-20T10:15:00,London,620,$523
Virgin Atlantic,142,Los Angeles,2024-10-19T19:10:00,0,2024-10-20T13:30:00,London,620,$523
Delta,5978,Los Angeles,2024-10-19T15:55:00,0,2024-10-20T10:15:00,London,620,$523
Virgin Atlantic,24,Los Angeles,2024-10-19T22:55:00,0,2024-10-20T17:15:00,London,620,$523
Delta,5925,Los Angeles,2024-10-19T19:10:00,0,2024-10-20T13:30:00,London,620,$523
United,231,Los Angeles,2024-10-19T12:55:00,0,2024-10-20T07:25:00,London,630,$543
Delta,5976,Los Angeles,2024-10-19T22:55:00,0,2024-10-20T17:15:00,London,620,$523
United,923,Los Angeles,2024-10-19T16:55:00,0,2024-10-20T11:25:00,London,630,$543
Lufthansa,9336,Los Angeles,2024-10-19T12:55:00,0,2024-10-20T07:25:00,London,630,$543
British Airways,280,Los Angeles,2024-10-19T17:10:00,0,2024-10-20T11:30:00,London,620,$588
Norse Atlantic Airways (UK),712,Los Angeles,2024-10-20T16:30:00,0,2024-10-21T10:55:00,London,625,$236
Virgin Atlantic,8,Los Angeles,2024-10-20T15:55:00,0,2024-10-21T10:15:00,London,620,$473
Virgin Atlantic,142,Los Angeles,2024-10-20T19:10:00,0,2024-10-21T13:30:00,London,620,$473
Delta,5978,Los Angeles,2024-10-20T15:55:00,0,2024-10-21T10:15:00,London,620,$473
British Airways,282,Los Angeles,2024-10-20T15:45:00,0,2024-10-21T10:10:00,London,625,$490
British Airways,280,Los Angeles,2024-10-20T17:10:00,0,2024-10-21T11:30:00,London,620,$490
United,231,Los Angeles,2024-10-20T12:55:00,0,2024-10-21T07:25:00,London,630,$477
Virgin Atlantic,24,Los Angeles,2024-10-20T22:55:00,0,2024-10-21T17:15:00,London,620,$473
Delta,5925,Los Angeles,2024-10-20T19:10:00,0,2024-10-21T13:30:00,London,620,$473
United,923,Los Angeles,2024-10-20T16:55:00,0,2024-10-21T11:25:00,London,630,$477
Iberia,7438,Los Angeles,2024-10-21T17:10:00,0,2024-10-22T11:30:00,London,620,$488
British Airways,280,Los Angeles,2024-10-21T17:10:00,0,2024-10-22T11:30:00,London,620,$555
Iberia,7440,Los Angeles,2024-10-21T15:45:00,0,2024-10-22T10:10:00,London,625,$488
British Airways,282,Los Angeles,2024-10-21T15:45:00,0,2024-10-22T10:10:00,London,625,$555
Iberia,7428,Los Angeles,2024-10-21T19:35:00,0,2024-10-22T14:00:00,London,625,$488
British Airways,268,Los Angeles,2024-10-21T19:35:00,0,2024-10-22T14:00:00,London,625,$555
Iberia,4237,Los Angeles,2024-10-21T14:20:00,0,2024-10-22T09:00:00,London,640,$488
Iberia,4262,Los Angeles,2024-10-21T18:05:00,0,2024-10-22T12:50:00,London,645,$488
Iberia,4819,Los Angeles,2024-10-21T21:25:00,0,2024-10-22T16:05:00,London,640,$488
Finnair,5784,Los Angeles,2024-10-21T14:20:00,0,2024-10-22T09:00:00,London,640,$542
British Airways,280,Los Angeles,2024-10-22T17:10:00,0,2024-10-23T11:30:00,London,620,$488
Delta,5978,Los Angeles,2024-10-22T15:55:00,0,2024-10-23T10:15:00,London,620,$473
Delta,5925,Los Angeles,2024-10-22T19:10:00,0,2024-10-23T13:30:00,London,620,$473
British Airways,282,Los Angeles,2024-10-22T15:45:00,0,2024-10-23T10:10:00,London,625,$488
British Airways,268,Los Angeles,2024-10-22T19:35:00,0,2024-10-23T14:00:00,London,625,$488
Alaska Airlines,8036,Los Angeles,2024-10-22T14:20:00,0,2024-10-23T09:00:00,London,640,$463
British Airways,1509,Los Angeles,2024-10-22T14:20:00,0,2024-10-23T09:00:00,London,640,$488
Alaska Airlines,8034,Los Angeles,2024-10-22T18:05:00,0,2024-10-23T12:50:00,London,645,$463
American Airlines,6991,Los Angeles,2024-10-22T17:10:00,0,2024-10-23T11:30:00,London,620,$488
Delta,5976,Los Angeles,2024-10-22T22:55:00,0,2024-10-23T17:15:00,London,620,$473
Norse Atlantic Airways (UK),712,Los Angeles,2024-10-23T16:30:00,0,2024-10-24T10:55:00,London,625,$196
British Airways,268,Los Angeles,2024-10-23T19:35:00,0,2024-10-24T14:00:00,London,625,$424
British Airways,1509,Los Angeles,2024-10-23T14:20:00,0,2024-10-24T09:00:00,London,640,$424
British Airways,1613,Los Angeles,2024-10-23T21:25:00,0,2024-10-24T16:05:00,London,640,$424
British Airways,1604,Los Angeles,2024-10-23T18:05:00,0,2024-10-24T12:50:00,London,645,$424
Virgin Atlantic,8,Los Angeles,2024-10-23T15:55:00,0,2024-10-24T10:15:00,London,620,$473
Virgin Atlantic,142,Los Angeles,2024-10-23T19:10:00,0,2024-10-24T13:30:00,London,620,$473
British Airways,280,Los Angeles,2024-10-23T17:10:00,0,2024-10-24T11:30:00,London,620,$474
British Airways,282,Los Angeles,2024-10-23T15:45:00,0,2024-10-24T10:10:00,London,625,$474
Virgin Atlantic,24,Los Angeles,2024-10-23T22:55:00,0,2024-10-24T17:15:00,London,620,$473
Virgin Atlantic,8,Los Angeles,2024-10-24T15:55:00,0,2024-10-25T10:15:00,London,620,$523
Delta,5978,Los Angeles,2024-10-24T15:55:00,0,2024-10-25T10:15:00,London,620,$523
Virgin Atlantic,24,Los Angeles,2024-10-24T22:55:00,0,2024-10-25T17:15:00,London,620,$523
Delta,5976,Los Angeles,2024-10-24T22:55:00,0,2024-10-25T17:15:00,London,620,$523
United,923,Los Angeles,2024-10-24T16:55:00,0,2024-10-25T11:25:00,London,630,$543
United,231,Los Angeles,2024-10-24T12:55:00,0,2024-10-25T07:25:00,London,630,$543
British Airways,280,Los Angeles,2024-10-24T17:10:00,0,2024-10-25T11:30:00,London,620,$588
Lufthansa,9343,Los Angeles,2024-10-24T16:55:00,0,2024-10-25T11:25:00,London,630,$543
Lufthansa,9336,Los Angeles,2024-10-24T12:55:00,0,2024-10-25T07:25:00,London,630,$543
British Airways,268,Los Angeles,2024-10-24T19:35:00,0,2024-10-25T14:00:00,London,625,$588
Norse Atlantic Airways (UK),712,Los Angeles,2024-10-25T16:30:00,0,2024-10-26T10:55:00,London,625,$213
Virgin Atlantic,142,Los Angeles,2024-10-25T19:10:00,0,2024-10-26T13:30:00,London,620,$523
Virgin Atlantic,24,Los Angeles,2024-10-25T22:55:00,0,2024-10-26T17:15:00,London,620,$523
Virgin Atlantic,8,Los Angeles,2024-10-25T15:55:00,0,2024-10-26T10:15:00,London,620,$523
Delta,5925,Los Angeles,2024-10-25T19:10:00,0,2024-10-26T13:30:00,London,620,$523
Delta,5976,Los Angeles,2024-10-25T22:55:00,0,2024-10-26T17:15:00,London,620,$523
Delta,5978,Los Angeles,2024-10-25T15:55:00,0,2024-10-26T10:15:00,London,620,$523
United,231,Los Angeles,2024-10-25T12:55:00,0,2024-10-26T07:25:00,London,630,$543
United,923,Los Angeles,2024-10-25T16:55:00,0,2024-10-26T11:25:00,London,630,$543
British Airways,280,Los Angeles,2024-10-25T17:10:00,0,2024-10-26T11:30:00,London,620,$588
Delta,5978,Los Angeles,2024-10-26T15:55:00,0,2024-10-27T09:15:00,London,620,$523
Delta,5925,Los Angeles,2024-10-26T19:10:00,0,2024-10-27T12:30:00,London,620,$523
Delta,5976,Los Angeles,2024-10-26T22:55:00,0,2024-10-27T16:15:00,London,620,$523
United,923,Los Angeles,2024-10-26T20:00:00,0,2024-10-27T13:30:00,London,630,$543
British Airways,280,Los Angeles,2024-10-26T19:10:00,0,2024-10-27T12:30:00,London,620,$588
British Airways,268,Los Angeles,2024-10-26T21:50:00,0,2024-10-27T15:10:00,London,620,$588
Lufthansa,9343,Los Angeles,2024-10-26T20:00:00,0,2024-10-27T13:30:00,London,630,$543
American Airlines,6991,Los Angeles,2024-10-26T19:10:00,0,2024-10-27T12:30:00,London,620,$588
British Airways,1509,Los Angeles,2024-10-26T20:40:00,0,2024-10-27T14:20:00,London,640,$588
British Airways,1613,Los Angeles,2024-10-26T22:30:00,0,2024-10-27T16:00:00,London,630,$588
Virgin Atlantic,8,Los Angeles,2024-10-27T18:10:00,0,2024-10-28T11:25:00,London,615,$473
Alaska Airlines,8034,Los Angeles,2024-10-27T18:10:00,0,2024-10-28T11:40:00,London,630,$454
Delta,5978,Los Angeles,2024-10-27T18:10:00,0,2024-10-28T11:25:00,London,615,$473
British Airways,280,Los Angeles,2024-10-27T19:10:00,0,2024-10-28T12:30:00,London,620,$488
British Airways,282,Los Angeles,2024-10-27T16:25:00,0,2024-10-28T09:50:00,London,625,$488
Alaska Airlines,8036,Los Angeles,2024-10-27T20:45:00,0,2024-10-28T14:20:00,London,635,$454
Virgin Atlantic,24,Los Angeles,2024-10-27T23:10:00,0,2024-10-28T16:25:00,London,615,$473
British Airways,268,Los Angeles,2024-10-27T21:50:00,0,2024-10-28T15:10:00,London,620,$488
Alaska Airlines,8038,Los Angeles,2024-10-27T22:30:00,0,2024-10-28T16:00:00,London,630,$454
American Airlines,6991,Los Angeles,2024-10-27T19:10:00,0,2024-10-28T12:30:00,London,620,$488
Virgin Atlantic,8,Los Angeles,2024-10-28T18:10:00,0,2024-10-29T11:25:00,London,615,$473
Delta,5978,Los Angeles,2024-10-28T18:10:00,0,2024-10-29T11:25:00,London,615,$473
British Airways,280,Los Angeles,2024-10-28T19:10:00,0,2024-10-29T12:30:00,London,620,$488
British Airways,1604,Los Angeles,2024-10-28T18:10:00,0,2024-10-29T11:40:00,London,630,$488
Virgin Atlantic,24,Los Angeles,2024-10-28T23:10:00,0,2024-10-29T16:25:00,London,615,$473
British Airways,268,Los Angeles,2024-10-28T21:50:00,0,2024-10-29T15:10:00,London,620,$488
British Airways,1509,Los Angeles,2024-10-28T20:45:00,0,2024-10-29T14:20:00,London,635,$488
American Airlines,6991,Los Angeles,2024-10-28T19:10:00,0,2024-10-29T12:30:00,London,620,$488
Delta,5976,Los Angeles,2024-10-28T23:10:00,0,2024-10-29T16:25:00,London,615,$473
American Airlines,134,Los Angeles,2024-10-28T18:10:00,0,2024-10-29T11:40:00,London,630,$488
Virgin Atlantic,8,Los Angeles,2024-10-29T18:10:00,0,2024-10-30T11:25:00,London,615,$473
Delta,5978,Los Angeles,2024-10-29T18:10:00,0,2024-10-30T11:25:00,London,615,$473
British Airways,280,Los Angeles,2024-10-29T19:10:00,0,2024-10-30T12:30:00,London,620,$488
British Airways,1604,Los Angeles,2024-10-29T18:10:00,0,2024-10-30T11:40:00,London,630,$488
Virgin Atlantic,24,Los Angeles,2024-10-29T23:10:00,0,2024-10-30T16:25:00,London,615,$473
British Airways,268,Los Angeles,2024-10-29T21:50:00,0,2024-10-30T15:10:00,London,620,$488
British Airways,1509,Los Angeles,2024-10-29T20:45:00,0,2024-10-30T14:20:00,London,635,$488
American Airlines,6991,Los Angeles,2024-10-29T19:10:00,0,2024-10-30T12:30:00,London,620,$488
American Airlines,134,Los Angeles,2024-10-29T18:10:00,0,2024-10-30T11:40:00,London,630,$488
Delta,5976,Los Angeles,2024-10-29T23:10:00,0,2024-10-30T16:25:00,London,615,$473
Virgin Atlantic,8,Los Angeles,2024-10-30T18:10:00,0,2024-10-31T11:25:00,London,615,$473
Delta,5978,Los Angeles,2024-10-30T18:10:00,0,2024-10-31T11:25:00,London,615,$473
British Airways,1604,Los Angeles,2024-10-30T18:10:00,0,2024-10-31T11:40:00,London,630,$488
Virgin Atlantic,24,Los Angeles,2024-10-30T23:10:00,0,2024-10-31T16:25:00,London,615,$473
British Airways,268,Los Angeles,2024-10-30T21:50:00,0,2024-10-31T15:10:00,London,620,$488
British Airways,1509,Los Angeles,2024-10-30T20:45:00,0,2024-10-31T14:20:00,London,635,$488
Delta,5976,Los Angeles,2024-10-30T23:10:00,0,2024-10-31T16:25:00,London,615,$473
American Airlines,134,Los Angeles,2024-10-30T18:10:00,0,2024-10-31T11:40:00,London,630,$488
British Airways,1613,Los Angeles,2024-10-30T22:30:00,0,2024-10-31T16:00:00,London,630,$488
British Airways,280,Los Angeles,2024-10-30T19:10:00,0,2024-10-31T12:30:00,London,620,$512
Condor,2081,Los Angeles,2024-10-31T20:05:00,1,2024-11-01T16:45:00,London,820,$734
Condor,3357,Los Angeles,2024-10-31T13:40:00,2,2024-11-01T14:45:00,London,1085,$759
Condor,1305,Los Angeles,2024-10-31T12:50:00,2,2024-11-01T14:45:00,London,1135,$734
Condor,1237,Los Angeles,2024-10-31T11:55:00,2,2024-11-01T14:45:00,London,1190,$734
Condor,3342,Los Angeles,2024-10-31T11:00:00,2,2024-11-01T14:45:00,London,1245,$759
